python   3.12.3
torch    2.14.0+cu130
numpy    2.5.3
in colab False
gpu      NVIDIA RTX PRO 6000 Blackwell Server Edition
device   cuda
cache    /home/ubuntu/lisa-rtm/lisa_rtm_cache
seeded   0
preset        FULL   run dir FULL_lam0.001
rates         12000 Hz -> 48000 Hz  (4x)
speakers      10 train / 3 held out
transport     n_fft=2048 hop=512  high band = bins 256..1024
evaluation    n_fft=1024 hop=256 (different basis, on purpose)
LISA: 86,881 parameters  (paper reports ~89k)
  encoder 9,984   decoder 76,897
OV2 model/loss/trainer defined.  LISAS params: 87777
OV3 model/distances defined.  LISASD params: 88,353  (LISAS 87,777; +4 decoder noise channels x 144 = 576 weights)
OV3 trainer defined (train_ov3, time_ov3, val_loss, plot_curves).
OV3 fast trainer defined (train_ov3_fast, time_ov3_fast, bench_fast, val_loss_fast, ArmStack).  flags: {'STACK': True, 'AMP': True, 'TF32': True, 'COMPILE': True, 'PIN': True, 'FUSED': True, 'STREAMS': False, 'CUDA_GRAPHS': False, 'GROUP_MAX': 1, 'DETERMINISTIC': False, 'COMPILE_MODE': 'default', 'SUBPIXEL': True, 'JITTER_PER_CELL': False}
arm es_erb_l0.001 ('es_marg_erb', 0.001, 'LISAS')  device cuda  torch 2.14.0+cu130
preflight: {"corpus_hours": 37.322358, "steps_per_epoch": 2099.383, "epochs": 49.9909, "n_utts": 39639, "milestones": [20990, 41980, 52475, 62970, 73465, 83960]}
g3 (must match every other instance): {"corpus": "db078cefbdf5017ba8cbc8b523ba6adb", "batches": "0d24acf51dd75d0e1de44a54206c8d3e"}
/home/ubuntu/lisa/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.c:9:10: fatal error: Python.h: No such file or directory
    9 | #include <Python.h>
      |          ^~~~~~~~~~
compilation terminated.
torch.compile failed, falling back to eager MLP: InductorError('CalledProcessError: Command \'[\'/usr/bin/gcc\', \'/home/ubuntu/lisa/venv/lib/python3.12/site-packages/triton/backends/nvidia/driver.c\', \'-O3\', \'-shared\', \'-fPIC\', \'-Wno-psabi\'
  es_erb_l0.001 step 500/104950  val 0.015310  102 ms/step  eta 2.96 h
  es_erb_l0.001 step 27000/104950  val 0.003865  99 ms/step  eta 2.13 h
  es_erb_l0.001 step 27500/104950  val 0.003798  99 ms/step  eta 2.12 h
  es_erb_l0.001 step 28000/104950  val 0.004115  99 ms/step  eta 2.11 h
  es_erb_l0.001 step 28500/104950  val 0.004009  99 ms/step  eta 2.09 h
  es_erb_l0.001 step 29000/104950  val 0.003914  99 ms/step  eta 2.08 h
  es_erb_l0.001 step 29500/104950  val 0.003879  99 ms/step  eta 2.07 h
  es_erb_l0.001 step 30000/104950  val 0.003875  99 ms/step  eta 2.05 h
  es_erb_l0.001 step 30500/104950  val 0.003896  99 ms/step  eta 2.04 h
  es_erb_l0.001 step 31000/104950  val 0.004023  99 ms/step  eta 2.02 h
  es_erb_l0.001 step 31500/104950  val 0.004192  99 ms/step  eta 2.01 h
  es_erb_l0.001 step 32000/104950  val 0.003897  99 ms/step  eta 2.00 h
  es_erb_l0.001 step 32500/104950  val 0.003833  99 ms/step  eta 1.98 h
  es_erb_l0.001 step 33000/104950  val 0.004229  99 ms/step  eta 1.97 h
  es_erb_l0.001 step 33500/104950  val 0.003780  99 ms/step  eta 1.96 h
  es_erb_l0.001 step 34000/104950  val 0.003802  99 ms/step  eta 1.94 h
  es_erb_l0.001 step 34500/104950  val 0.004607  99 ms/step  eta 1.93 h
  es_erb_l0.001 step 35000/104950  val 0.003909  99 ms/step  eta 1.91 h
  es_erb_l0.001 step 35500/104950  val 0.004107  99 ms/step  eta 1.90 h
  es_erb_l0.001 step 36000/104950  val 0.003949  99 ms/step  eta 1.89 h
  es_erb_l0.001 step 36500/104950  val 0.003799  99 ms/step  eta 1.87 h
  es_erb_l0.001 step 37000/104950  val 0.003949  99 ms/step  eta 1.86 h
  es_erb_l0.001 step 37500/104950  val 0.003833  99 ms/step  eta 1.85 h
  es_erb_l0.001 step 38000/104950  val 0.003905  99 ms/step  eta 1.83 h
  es_erb_l0.001 step 38500/104950  val 0.003764  99 ms/step  eta 1.82 h
  es_erb_l0.001 step 39000/104950  val 0.003831  99 ms/step  eta 1.80 h
  es_erb_l0.001 step 39500/104950  val 0.003715  99 ms/step  eta 1.79 h
  es_erb_l0.001 step 40000/104950  val 0.003790  99 ms/step  eta 1.78 h
  es_erb_l0.001 step 40500/104950  val 0.003803  99 ms/step  eta 1.76 h
  es_erb_l0.001 step 41000/104950  val 0.003841  99 ms/step  eta 1.75 h
  es_erb_l0.001 step 41500/104950  val 0.003706  99 ms/step  eta 1.74 h
  es_erb_l0.001 step 42000/104950  val 0.004099  99 ms/step  eta 1.72 h
  es_erb_l0.001 step 42500/104950  val 0.003715  99 ms/step  eta 1.71 h
  es_erb_l0.001 step 43000/104950  val 0.003847  99 ms/step  eta 1.70 h
  es_erb_l0.001 step 43500/104950  val 0.003679  99 ms/step  eta 1.68 h
  es_erb_l0.001 step 44000/104950  val 0.003806  99 ms/step  eta 1.67 h
  es_erb_l0.001 step 44500/104950  val 0.003758  99 ms/step  eta 1.65 h
  es_erb_l0.001 step 45000/104950  val 0.003692  99 ms/step  eta 1.64 h
  es_erb_l0.001 step 45500/104950  val 0.003695  99 ms/step  eta 1.63 h
  es_erb_l0.001 step 46000/104950  val 0.003689  99 ms/step  eta 1.61 h
  es_erb_l0.001 step 46500/104950  val 0.003725  99 ms/step  eta 1.60 h
  es_erb_l0.001 step 47000/104950  val 0.003704  99 ms/step  eta 1.59 h
  es_erb_l0.001 step 47500/104950  val 0.003697  99 ms/step  eta 1.57 h
  es_erb_l0.001 step 48000/104950  val 0.003705  99 ms/step  eta 1.56 h
  es_erb_l0.001 step 48500/104950  val 0.003721  99 ms/step  eta 1.54 h
  es_erb_l0.001 step 49000/104950  val 0.003732  99 ms/step  eta 1.53 h
  es_erb_l0.001 step 49500/104950  val 0.003657  99 ms/step  eta 1.52 h
  es_erb_l0.001 step 50000/104950  val 0.003667  99 ms/step  eta 1.50 h
  es_erb_l0.001 step 50500/104950  val 0.003687  99 ms/step  eta 1.49 h
  es_erb_l0.001 step 51000/104950  val 0.003901  99 ms/step  eta 1.48 h
  es_erb_l0.001 step 51500/104950  val 0.003706  99 ms/step  eta 1.46 h
  es_erb_l0.001 step 52000/104950  val 0.003693  99 ms/step  eta 1.45 h
  es_erb_l0.001 step 52500/104950  val 0.003653  99 ms/step  eta 1.44 h
  es_erb_l0.001 step 53000/104950  val 0.003688  99 ms/step  eta 1.42 h
  es_erb_l0.001 step 53500/104950  val 0.003672  99 ms/step  eta 1.41 h
  es_erb_l0.001 step 54000/104950  val 0.003658  99 ms/step  eta 1.39 h
  es_erb_l0.001 step 54500/104950  val 0.003678  99 ms/step  eta 1.38 h
  es_erb_l0.001 step 55000/104950  val 0.003657  99 ms/step  eta 1.37 h
  es_erb_l0.001 step 55500/104950  val 0.003693  99 ms/step  eta 1.35 h
  es_erb_l0.001 step 56000/104950  val 0.003643  99 ms/step  eta 1.34 h
  es_erb_l0.001 step 56500/104950  val 0.003672  99 ms/step  eta 1.33 h
  es_erb_l0.001 step 57000/104950  val 0.003651  99 ms/step  eta 1.31 h
  es_erb_l0.001 step 57500/104950  val 0.003731  99 ms/step  eta 1.30 h
  es_erb_l0.001 step 58000/104950  val 0.003663  99 ms/step  eta 1.28 h
  es_erb_l0.001 step 58500/104950  val 0.003643  99 ms/step  eta 1.27 h
  es_erb_l0.001 step 59000/104950  val 0.003654  99 ms/step  eta 1.26 h
  es_erb_l0.001 step 59500/104950  val 0.003646  99 ms/step  eta 1.24 h
  es_erb_l0.001 step 60000/104950  val 0.003642  99 ms/step  eta 1.23 h
  es_erb_l0.001 step 60500/104950  val 0.003648  99 ms/step  eta 1.22 h
  es_erb_l0.001 step 61000/104950  val 0.003646  99 ms/step  eta 1.20 h
  es_erb_l0.001 step 61500/104950  val 0.003634  99 ms/step  eta 1.19 h
  es_erb_l0.001 step 62000/104950  val 0.003637  99 ms/step  eta 1.18 h
  es_erb_l0.001 step 62500/104950  val 0.003643  99 ms/step  eta 1.16 h
  es_erb_l0.001 step 63000/104950  val 0.003655  99 ms/step  eta 1.15 h
  es_erb_l0.001 step 63500/104950  val 0.003639  99 ms/step  eta 1.13 h
  es_erb_l0.001 step 64000/104950  val 0.003632  98 ms/step  eta 1.12 h
  es_erb_l0.001 step 64500/104950  val 0.003634  98 ms/step  eta 1.11 h
  es_erb_l0.001 step 65000/104950  val 0.003639  98 ms/step  eta 1.09 h
  es_erb_l0.001 step 65500/104950  val 0.003632  98 ms/step  eta 1.08 h
  es_erb_l0.001 step 66000/104950  val 0.003636  98 ms/step  eta 1.07 h
  es_erb_l0.001 step 66500/104950  val 0.003658  98 ms/step  eta 1.05 h
  es_erb_l0.001 step 67000/104950  val 0.003632  98 ms/step  eta 1.04 h
  es_erb_l0.001 step 67500/104950  val 0.003653  98 ms/step  eta 1.02 h
  es_erb_l0.001 step 68000/104950  val 0.003638  98 ms/step  eta 1.01 h
  es_erb_l0.001 step 68500/104950  val 0.003627  98 ms/step  eta 1.00 h
  es_erb_l0.001 step 69000/104950  val 0.003637  98 ms/step  eta 0.98 h
  es_erb_l0.001 step 69500/104950  val 0.003642  98 ms/step  eta 0.97 h
  es_erb_l0.001 step 70000/104950  val 0.003640  98 ms/step  eta 0.96 h
  es_erb_l0.001 step 70500/104950  val 0.003650  98 ms/step  eta 0.94 h
  es_erb_l0.001 step 71000/104950  val 0.003635  98 ms/step  eta 0.93 h
  es_erb_l0.001 step 71500/104950  val 0.003626  98 ms/step  eta 0.92 h
  es_erb_l0.001 step 72000/104950  val 0.003626  98 ms/step  eta 0.90 h
  es_erb_l0.001 step 72500/104950  val 0.003621  98 ms/step  eta 0.89 h
  es_erb_l0.001 step 73000/104950  val 0.003625  98 ms/step  eta 0.87 h
  es_erb_l0.001 step 73500/104950  val 0.003627  98 ms/step  eta 0.86 h
  es_erb_l0.001 step 74000/104950  val 0.003621  98 ms/step  eta 0.85 h
  es_erb_l0.001 step 74500/104950  val 0.003630  98 ms/step  eta 0.83 h
  es_erb_l0.001 step 75000/104950  val 0.003628  98 ms/step  eta 0.82 h
  es_erb_l0.001 step 75500/104950  val 0.003617  98 ms/step  eta 0.81 h
  es_erb_l0.001 step 76000/104950  val 0.003616  98 ms/step  eta 0.79 h
  es_erb_l0.001 step 76500/104950  val 0.003637  98 ms/step  eta 0.78 h
  es_erb_l0.001 step 77000/104950  val 0.003619  98 ms/step  eta 0.76 h
  es_erb_l0.001 step 77500/104950  val 0.003622  98 ms/step  eta 0.75 h
  es_erb_l0.001 step 78000/104950  val 0.003618  98 ms/step  eta 0.74 h
  es_erb_l0.001 step 78500/104950  val 0.003616  98 ms/step  eta 0.72 h
  es_erb_l0.001 step 79000/104950  val 0.003623  98 ms/step  eta 0.71 h
  es_erb_l0.001 step 79500/104950  val 0.003618  98 ms/step  eta 0.70 h
  es_erb_l0.001 step 80000/104950  val 0.003620  98 ms/step  eta 0.68 h
  es_erb_l0.001 step 80500/104950  val 0.003614  98 ms/step  eta 0.67 h
  es_erb_l0.001 step 81000/104950  val 0.003620  98 ms/step  eta 0.66 h
  es_erb_l0.001 step 81500/104950  val 0.003621  98 ms/step  eta 0.64 h
  es_erb_l0.001 step 82000/104950  val 0.003618  98 ms/step  eta 0.63 h
  es_erb_l0.001 step 82500/104950  val 0.003631  98 ms/step  eta 0.61 h
  es_erb_l0.001 step 83000/104950  val 0.003611  98 ms/step  eta 0.60 h
  es_erb_l0.001 step 83500/104950  val 0.003621  98 ms/step  eta 0.59 h
  es_erb_l0.001 step 84000/104950  val 0.003610  98 ms/step  eta 0.57 h
  es_erb_l0.001 step 84500/104950  val 0.003611  98 ms/step  eta 0.56 h
  es_erb_l0.001 step 85000/104950  val 0.003612  98 ms/step  eta 0.55 h
  es_erb_l0.001 step 85500/104950  val 0.003613  98 ms/step  eta 0.53 h
  es_erb_l0.001 step 86000/104950  val 0.003609  98 ms/step  eta 0.52 h
  es_erb_l0.001 step 86500/104950  val 0.003613  98 ms/step  eta 0.50 h
  es_erb_l0.001 step 87000/104950  val 0.003619  98 ms/step  eta 0.49 h
  es_erb_l0.001 step 87500/104950  val 0.003614  98 ms/step  eta 0.48 h
  es_erb_l0.001 step 88000/104950  val 0.003615  98 ms/step  eta 0.46 h
  es_erb_l0.001 step 88500/104950  val 0.003617  98 ms/step  eta 0.45 h
  es_erb_l0.001 step 89000/104950  val 0.003608  98 ms/step  eta 0.44 h
  es_erb_l0.001 step 89500/104950  val 0.003615  98 ms/step  eta 0.42 h
  es_erb_l0.001 step 90000/104950  val 0.003610  98 ms/step  eta 0.41 h
  es_erb_l0.001 step 90500/104950  val 0.003611  98 ms/step  eta 0.40 h
  es_erb_l0.001 step 91000/104950  val 0.003616  98 ms/step  eta 0.38 h
  es_erb_l0.001 step 91500/104950  val 0.003623  98 ms/step  eta 0.37 h
  es_erb_l0.001 step 92000/104950  val 0.003608  98 ms/step  eta 0.35 h
  es_erb_l0.001 step 92500/104950  val 0.003610  98 ms/step  eta 0.34 h
  es_erb_l0.001 step 93000/104950  val 0.003613  98 ms/step  eta 0.33 h
  es_erb_l0.001 step 93500/104950  val 0.003612  98 ms/step  eta 0.31 h
  es_erb_l0.001 step 94000/104950  val 0.003610  98 ms/step  eta 0.30 h
  es_erb_l0.001 step 94500/104950  val 0.003608  98 ms/step  eta 0.29 h
  es_erb_l0.001 step 95000/104950  val 0.003609  98 ms/step  eta 0.27 h
  es_erb_l0.001 step 95500/104950  val 0.003613  98 ms/step  eta 0.26 h
  es_erb_l0.001 step 96000/104950  val 0.003612  98 ms/step  eta 0.24 h
  es_erb_l0.001 step 96500/104950  val 0.003606  98 ms/step  eta 0.23 h
  es_erb_l0.001 step 97000/104950  val 0.003611  98 ms/step  eta 0.22 h
  es_erb_l0.001 step 97500/104950  val 0.003620  98 ms/step  eta 0.20 h
  es_erb_l0.001 step 98000/104950  val 0.003607  98 ms/step  eta 0.19 h
  es_erb_l0.001 step 98500/104950  val 0.003607  98 ms/step  eta 0.18 h
  es_erb_l0.001 step 99000/104950  val 0.003611  98 ms/step  eta 0.16 h
  es_erb_l0.001 step 99500/104950  val 0.003610  98 ms/step  eta 0.15 h
  es_erb_l0.001 step 100000/104950  val 0.003609  98 ms/step  eta 0.14 h
  es_erb_l0.001 step 100500/104950  val 0.003607  98 ms/step  eta 0.12 h
  es_erb_l0.001 step 101000/104950  val 0.003604  98 ms/step  eta 0.11 h
  es_erb_l0.001 step 101500/104950  val 0.003604  98 ms/step  eta 0.09 h
  es_erb_l0.001 step 102000/104950  val 0.003620  98 ms/step  eta 0.08 h
  es_erb_l0.001 step 102500/104950  val 0.003603  98 ms/step  eta 0.07 h
  es_erb_l0.001 step 103000/104950  val 0.003610  98 ms/step  eta 0.05 h
  es_erb_l0.001 step 103500/104950  val 0.003606  98 ms/step  eta 0.04 h
  es_erb_l0.001 step 104000/104950  val 0.003617  98 ms/step  eta 0.03 h
  es_erb_l0.001 step 104500/104950  val 0.003614  98 ms/step  eta 0.01 h
  es_erb_l0.001 step 104950/104950  val 0.003606  98 ms/step  eta 0.00 h
DONE es_erb_l0.001: 4198 log points, final val 0.003606
